"Data Structures","Algorithms","Operating Systems","Computer Networks","Database Management","Object Oriented Programming","Computer Architecture","Discrete Mathematics","Theory of Computation","Compiler Design","Artificial Intelligence","Machine Learning","Deep Learning","Computer Graphics","Software Engineering","Web Development","Mobile App Development","Cybersecurity","Cryptography","Cloud Computing","Distributed Systems","Parallel Computing","Natural Language Processing","Computer Vision","Robotics","Embedded Systems","Digital Logic Design","Microprocessors","Linear Algebra","Probability and Statistics","Numerical Methods","Information Theory","Data Mining","Big Data Analytics","Internet of Things","Blockchain Technology","Human Computer Interaction","Software Testing","DevOps","API Design and Development","Data Visualization","Network Security","Digital Signal Processing","Image Processing","Programming Languages","Functional Programming","System Programming","Game Development","Quantum Computing","Bioinformatics","Ethical Hacking","Formal Methods","Graph Theory","Advanced Algorithms","Computer Ethics"
57,66,53,52,81,82,53,45,54,61,47,68,77,63,69,66,58,62,61,72,63,72,61,65,79,57,73,48,59,64,76,67,72,75,64,74,85,76,86,73,58,80,75,84,68,55,63,69,26,62,50,50,60,50,70
61,82,59,76,70,83,41,65,75,47,83,51,64,74,76,66,58,74,71,52,93,57,57,33,68,75,56,76,47,65,69,63,73,87,60,53,76,73,75,78,99,48,82,71,70,37,29,78,37,55,68,54,82,55,71
63,54,80,70,83,81,73,21,69,52,91,66,63,68,82,75,80,68,54,90,47,50,80,68,75,71,70,46,86,93,56,43,65,64,87,87,74,73,84,95,77,77,67,79,71,80,71,73,65,56,81,53,73,67,82
61,52,71,63,75,76,83,62,72,52,61,44,52,75,75,75,86,61,64,57,68,77,71,44,66,61,60,69,59,59,71,48,64,77,75,66,55,69,61,64,63,58,23,64,70,56,62,87,67,62,62,49,51,79,84
100,50,80,50,48,83,84,69,41,73,59,54,56,59,64,67,75,62,76,60,75,42,47,63,49,73,70,73,73,51,53,48,75,76,87,50,73,73,73,73,83,100,68,100,71,60,47,97,59,74,77,89,76,60,85
63,68,55,68,74,63,61,50,31,53,63,71,63,80,87,65,82,86,61,70,78,95,55,74,64,79,87,67,37,63,78,83,58,72,72,66,85,61,60,87,69,85,81,78,48,55,72,59,15,80,81,81,100,64,93
42,47,54,68,83,82,54,47,38,73,64,85,73,63,65,85,80,53,47,65,31,26,76,67,73,50,65,86,58,58,75,43,76,81,75,60,78,63,80,61,82,48,49,56,73,44,64,81,47,55,76,29,59,64,63
71,49,70,51,81,62,97,67,45,61,60,79,45,59,71,75,53,62,40,72,25,68,61,60,58,61,74,68,65,58,88,55,84,93,82,74,78,79,83,62,82,66,56,75,72,63,51,63,48,84,88,54,84,30,68
95,46,68,52,80,82,80,71,48,77,52,69,66,62,80,68,88,60,75,68,56,41,79,76,69,63,62,81,62,79,69,81,77,77,80,64,56,57,83,77,64,80,65,60,59,65,53,77,39,81,48,68,38,71,85
65,37,62,70,86,72,62,55,43,52,59,78,71,65,49,83,59,94,67,63,66,53,94,85,73,85,64,50,49,70,71,65,60,79,71,61,94,76,73,79,73,62,75,73,71,44,52,82,56,64,76,42,54,58,79
100,67,60,58,69,53,49,58,80,88,71,94,49,66,79,72,64,87,100,67,49,67,64,91,58,71,68,67,81,74,57,61,50,80,69,49,92,83,71,72,96,66,83,71,53,66,80,69,69,53,56,45,73,64,84
66,83,80,44,73,73,60,61,38,74,57,81,79,49,67,79,79,62,70,84,55,47,92,65,81,84,100,73,67,59,71,79,67,66,75,57,78,58,84,63,69,56,56,51,49,71,38,78,50,42,64,100,86,54,85
73,71,85,54,50,66,83,70,66,79,82,42,60,95,75,69,86,58,57,87,61,29,67,77,73,47,68,77,60,67,86,37,83,45,67,52,92,79,72,70,89,83,65,77,70,66,67,77,55,61,69,46,54,88,82
41,55,60,59,76,74,53,45,57,68,81,82,49,76,71,80,84,81,68,73,73,61,75,69,85,75,42,81,54,76,61,81,97,85,58,75,92,99,76,60,84,57,60,69,85,60,51,61,76,59,64,52,44,82,77
49,50,47,64,89,74,65,57,55,72,79,83,45,80,74,66,68,50,61,62,48,90,47,71,57,74,65,58,62,40,71,74,64,91,72,47,73,92,74,71,81,62,48,72,64,75,57,68,76,50,79,59,63,27,88
66,44,80,64,76,75,49,57,51,74,39,83,49,82,76,85,67,72,56,71,61,71,50,82,80,74,44,53,49,57,70,73,57,72,56,84,71,62,59,68,75,50,65,68,73,33,60,66,76,79,78,62,71,53,80
74,51,57,91,76,94,73,69,61,24,77,64,48,81,94,87,58,80,68,70,73,57,50,80,80,57,83,76,98,93,89,81,83,76,70,56,71,81,85,75,78,66,68,62,70,71,70,83,88,67,81,48,35,59,82
75,48,38,62,60,69,75,71,73,50,61,65,78,69,63,71,72,62,39,76,51,45,93,75,77,45,58,53,59,69,63,82,74,74,94,46,80,65,77,42,73,84,61,46,69,63,52,96,40,44,55,65,80,48,63
82,77,62,48,83,75,85,69,68,72,81,100,62,81,78,69,83,74,57,76,52,65,44,67,63,62,68,46,86,61,56,48,72,64,68,75,78,79,74,69,72,49,59,62,45,70,59,86,49,63,85,73,39,74,82
53,67,71,58,74,70,43,54,40,67,90,74,69,68,74,61,87,65,29,83,53,27,84,86,90,60,75,56,66,85,66,69,54,76,53,78,77,78,82,63,67,79,64,100,80,89,67,59,70,94,56,12,58,34,74
72,56,54,78,73,65,72,36,51,44,78,69,47,67,70,66,77,67,83,70,83,68,75,59,70,40,70,72,79,68,71,81,76,69,88,59,83,54,48,83,68,86,56,33,93,71,60,59,23,59,60,68,74,53,81
86,51,80,66,64,66,57,54,41,50,82,82,57,69,80,83,89,69,84,71,57,56,53,79,71,87,81,42,74,64,46,48,48,39,80,66,88,84,87,89,69,56,73,73,79,38,58,63,32,52,78,53,61,70,80
99,31,94,51,47,89,48,54,75,60,89,66,67,70,60,77,74,60,77,74,60,48,79,32,56,76,54,61,66,54,57,64,61,59,72,68,76,60,58,80,72,58,62,72,100,78,80,86,70,67,61,54,85,49,78
54,70,50,56,76,84,63,64,71,37,75,62,76,77,77,85,94,60,73,78,62,79,60,54,80,81,56,54,45,87,83,71,44,79,71,68,86,79,62,57,63,46,100,71,73,72,29,58,56,71,64,44,70,48,81
65,73,79,54,59,91,68,70,65,58,73,90,69,66,61,68,100,52,82,83,43,63,62,42,83,100,69,64,51,70,80,43,52,92,84,53,58,74,72,64,80,84,64,96,36,81,77,69,67,59,63,57,61,76,83
73,65,47,68,58,84,75,87,51,57,72,49,61,81,72,77,81,70,13,82,68,56,63,63,60,66,84,56,62,68,90,61,63,90,63,67,85,60,78,67,67,67,69,38,60,85,83,70,39,84,57,51,50,65,81
53,68,27,73,90,83,73,76,65,76,76,81,70,69,61,72,78,53,60,83,52,53,65,78,76,92,79,91,49,54,46,44,86,80,58,65,64,83,77,70,85,70,53,64,75,49,67,75,77,44,76,32,33,58,76
59,81,48,69,54,81,69,68,84,48,54,56,61,86,76,85,64,41,65,83,84,47,55,67,81,76,75,66,78,65,50,64,79,85,76,73,82,73,82,61,71,75,70,82,76,60,67,66,38,62,98,59,42,37,90
71,44,82,68,65,77,54,48,100,78,79,59,78,82,53,83,86,47,42,70,56,64,40,63,51,75,79,49,51,61,68,44,45,82,72,77,79,76,47,78,79,78,83,100,78,56,66,89,48,77,55,42,74,73,84
66,41,54,61,66,76,53,86,40,54,85,71,62,56,67,92,76,70,57,74,86,56,60,59,69,65,82,56,57,67,69,75,76,71,68,66,87,73,55,77,63,71,66,74,71,82,54,52,64,61,92,52,59,53,95
76,46,40,60,68,62,69,48,44,74,57,79,100,69,88,89,82,75,64,66,77,88,80,72,78,28,60,71,66,66,56,78,79,60,74,64,71,91,88,68,71,52,54,74,55,64,65,60,63,36,82,40,72,41,67
58,66,67,59,69,62,87,48,68,33,82,71,62,75,78,78,76,45,89,61,60,76,55,95,83,83,49,58,59,58,66,64,75,53,58,49,87,57,76,81,75,78,64,44,48,49,64,82,50,51,78,66,63,42,68
64,55,90,79,83,64,63,71,57,86,76,56,91,62,76,74,70,85,69,60,78,77,70,50,76,62,72,49,78,84,58,78,45,84,71,51,67,83,70,77,70,100,33,69,69,71,90,68,63,60,61,75,50,69,81
34,46,65,57,75,82,80,72,59,23,100,54,66,77,64,80,79,39,49,63,74,64,52,43,61,65,64,77,50,57,58,58,77,68,91,76,64,89,81,70,65,52,57,65,56,62,55,62,81,59,60,69,40,57,80
44,51,48,55,63,69,38,25,37,69,60,100,57,63,84,76,77,61,87,91,51,71,67,97,58,66,82,60,55,41,67,54,56,61,85,59,89,58,62,73,63,70,72,65,82,43,77,67,49,84,49,33,70,39,77
54,69,77,61,93,66,61,60,81,73,74,64,85,30,57,84,84,56,51,65,91,78,61,80,57,72,38,56,61,61,58,79,66,65,79,66,89,79,72,65,78,47,45,60,70,88,44,88,64,54,71,58,70,46,66
56,83,27,94,57,71,58,42,86,48,78,67,70,87,84,72,71,76,52,65,82,86,66,86,80,63,58,39,61,59,70,53,82,60,82,72,75,92,86,80,77,62,48,78,40,81,43,72,70,56,61,50,48,60,70
76,90,63,90,72,50,68,32,67,57,87,67,77,59,80,62,66,66,80,66,52,49,75,65,57,60,64,51,63,48,72,82,67,65,72,83,81,75,76,73,60,62,77,91,34,46,85,74,45,73,62,68,75,47,93
51,67,46,58,66,77,57,43,74,63,65,75,66,66,65,62,68,76,41,78,59,65,66,81,59,74,67,60,74,55,67,47,60,67,89,70,66,58,57,65,79,60,70,61,77,82,66,78,55,71,61,28,64,56,84
60,45,59,36,91,45,55,47,65,56,68,68,78,61,59,66,76,48,63,54,49,53,73,78,70,75,83,65,59,74,56,94,77,57,80,76,70,66,48,87,74,64,40,75,62,41,70,84,56,46,62,81,66,36,80
50,25,60,70,81,76,41,66,53,73,56,81,61,75,77,83,67,68,42,70,67,84,40,79,61,64,62,47,70,65,84,69,73,64,81,49,76,66,88,79,89,72,60,94,51,56,57,73,58,61,86,72,61,68,84
70,92,72,55,68,81,90,50,44,37,70,69,72,79,84,88,76,58,83,89,100,79,57,66,66,38,73,68,71,55,68,37,82,66,57,55,80,88,97,78,65,40,39,66,83,65,57,60,64,67,88,53,30,45,78
57,45,67,76,59,66,65,60,51,53,70,70,59,89,62,78,75,69,53,74,49,72,66,67,45,63,68,63,81,66,87,59,71,99,73,50,80,68,73,70,79,58,85,54,69,59,76,78,50,49,80,47,62,68,74
66,67,67,60,66,73,63,86,65,50,48,76,53,58,67,88,60,56,69,63,57,83,66,78,75,49,71,68,66,55,66,74,66,68,69,59,83,97,66,74,73,68,77,74,64,65,39,61,66,74,53,64,62,75,72
69,58,39,50,68,79,51,58,76,46,65,60,81,78,68,77,61,61,82,87,58,60,68,68,79,40,91,71,58,49,70,68,41,66,61,64,76,78,93,78,75,82,57,63,50,77,49,68,66,86,73,77,64,55,99
76,62,77,31,59,81,52,54,50,49,70,85,66,46,75,60,71,48,68,41,59,40,83,73,68,64,67,70,70,39,46,73,63,75,76,41,73,75,75,75,70,79,73,58,75,50,51,65,65,69,78,51,35,73,99
73,88,44,81,69,87,75,82,46,65,73,55,55,67,78,93,63,85,91,58,73,76,63,59,61,55,84,68,48,94,68,52,70,49,71,74,72,59,67,56,75,65,82,70,63,60,69,60,66,74,52,64,46,59,85
56,56,70,53,78,67,48,48,55,97,65,75,82,50,72,94,89,88,78,59,37,38,77,64,64,62,80,91,50,65,86,74,62,67,53,63,96,79,82,81,88,68,45,72,68,89,63,68,51,67,68,56,73,55,83
46,47,45,68,72,84,66,77,60,70,66,69,73,76,74,77,73,60,47,84,81,53,58,57,76,69,94,44,65,50,88,61,66,71,63,49,83,100,75,74,64,100,73,76,80,70,72,78,81,60,96,53,60,67,68
60,46,82,75,51,79,71,54,64,57,71,79,70,73,67,87,84,71,49,87,74,61,62,85,62,51,69,61,89,69,53,52,52,79,68,64,65,82,75,67,78,79,71,67,64,77,47,74,49,64,61,61,66,70,83
79,44,68,81,59,60,70,53,48,75,80,67,70,73,81,61,77,50,93,71,83,53,74,60,65,82,53,68,64,68,70,70,59,70,67,57,92,60,40,62,76,56,48,88,48,70,46,68,67,55,83,53,64,74,100
54,74,73,36,93,81,49,100,65,66,76,65,81,63,64,72,78,72,54,68,39,76,98,51,64,47,78,57,63,57,57,53,62,78,80,77,72,55,68,87,72,54,39,75,81,70,55,66,27,71,72,45,65,76,84
62,55,73,62,70,71,78,75,63,68,54,74,46,69,62,55,62,51,81,62,64,43,77,78,53,79,80,57,63,90,62,76,66,56,66,97,60,78,78,90,68,53,56,62,64,58,59,66,36,86,85,56,67,50,72
88,84,68,68,64,75,69,90,66,66,77,63,57,56,67,84,79,58,53,80,63,76,74,65,71,38,82,49,62,52,51,53,47,60,78,51,64,61,67,83,78,88,64,45,59,86,46,80,55,72,68,51,61,82,74
80,34,69,75,58,68,44,53,16,78,81,59,84,70,70,97,70,80,63,63,85,59,59,76,46,63,45,57,82,73,54,43,62,67,66,61,96,74,77,68,87,68,41,59,83,80,61,69,59,90,72,91,76,69,85
99,42,45,83,64,86,62,63,41,38,67,81,54,67,71,92,65,63,87,100,51,77,70,79,86,66,70,64,89,70,94,44,82,73,62,58,81,42,85,76,78,63,31,63,67,92,46,81,57,53,69,28,68,59,90
85,47,82,73,77,78,78,46,55,50,74,70,39,67,69,78,62,75,40,69,78,96,74,76,80,45,71,70,66,82,59,56,72,50,75,51,68,68,68,79,84,49,63,72,47,66,54,72,68,65,46,31,61,51,95
63,33,48,61,69,72,59,69,53,69,82,56,64,81,56,96,74,73,55,61,57,80,74,67,67,72,62,89,58,49,62,68,63,78,72,72,76,89,75,65,70,73,78,75,93,54,77,96,49,69,66,57,24,91,89
57,39,42,48,55,90,59,45,65,40,52,60,69,67,79,75,74,51,75,76,44,62,65,42,63,81,72,60,64,82,59,62,60,91,70,55,84,76,81,75,86,73,64,52,73,46,53,76,27,57,76,71,88,100,61
82,59,66,66,88,76,87,82,49,40,69,80,61,73,74,75,60,88,46,85,52,90,69,54,74,68,75,62,58,58,67,87,74,86,54,67,54,78,82,79,87,88,38,66,68,52,66,78,79,72,78,57,63,65,85
53,62,70,53,73,90,56,87,68,100,78,76,58,50,77,77,48,49,45,86,51,49,66,80,99,68,57,54,59,86,85,66,83,73,58,100,81,56,96,100,77,78,43,71,51,49,54,67,66,63,61,70,55,79,85
69,41,67,73,71,77,66,45,51,54,74,64,56,75,70,85,81,75,77,72,71,88,100,68,60,67,91,57,58,55,68,43,67,69,60,47,53,71,68,66,79,65,62,73,58,83,57,88,58,65,63,70,52,60,78
56,47,51,69,60,61,43,63,54,71,69,97,60,47,77,78,58,60,48,76,48,63,71,81,76,41,59,80,80,61,71,68,63,85,83,45,75,95,68,93,73,39,57,83,51,76,77,71,79,52,57,51,41,63,87
77,56,56,71,82,82,51,64,72,68,59,61,42,70,75,76,71,58,64,77,73,54,75,72,69,49,57,64,63,49,88,73,81,100,72,81,71,74,38,67,73,48,82,46,75,59,35,65,36,61,60,45,91,31,86
62,88,73,79,68,78,84,68,72,65,60,77,90,57,89,70,78,51,44,68,64,66,55,73,59,62,69,72,58,50,77,81,82,55,75,33,78,82,62,84,82,68,68,61,79,76,34,57,77,54,61,72,58,44,86
64,39,45,55,73,87,50,46,83,53,74,91,64,79,59,71,74,83,68,50,51,53,66,49,73,67,53,33,70,70,50,92,97,64,71,76,69,63,35,75,70,65,76,81,43,46,52,81,68,68,100,54,76,65,86
73,64,64,58,84,55,62,67,29,81,85,75,74,73,67,99,59,68,65,60,74,57,21,66,60,59,80,74,90,62,49,54,84,80,45,97,73,85,56,100,80,78,77,48,72,86,32,64,72,19,70,67,76,71,89
45,50,45,43,59,72,71,63,60,74,100,58,86,53,57,95,74,56,64,55,68,95,65,66,73,78,69,55,54,72,63,63,63,57,75,75,70,67,74,67,100,68,57,65,71,73,73,94,88,53,63,44,56,49,72
72,88,49,74,71,71,67,56,81,78,49,61,48,58,63,78,87,68,40,81,69,54,97,64,84,71,75,74,86,33,58,70,64,69,81,60,82,78,86,73,74,58,76,63,67,66,57,66,58,50,66,34,74,67,79
52,70,45,60,94,67,65,65,93,65,80,87,52,67,85,82,53,56,78,65,46,83,51,53,74,56,68,55,57,65,59,41,61,82,75,52,83,88,90,71,67,50,65,56,69,47,51,70,37,76,66,61,41,53,87
63,27,79,64,63,86,49,78,70,44,61,64,86,72,88,82,62,83,65,81,68,81,65,58,81,68,33,48,66,63,46,81,82,61,76,63,87,64,59,76,95,64,52,69,67,94,70,86,42,58,40,21,38,84,80
100,62,86,64,56,79,82,29,84,57,79,73,47,60,62,88,53,62,67,80,70,80,88,38,71,89,64,69,64,76,72,42,63,76,82,60,84,66,62,70,73,65,90,78,74,80,66,78,86,66,71,60,49,90,68
40,63,52,56,75,74,51,46,64,58,68,71,63,91,92,83,88,68,72,61,52,57,71,66,66,76,71,66,74,56,57,49,78,69,75,64,57,76,56,81,75,69,44,48,69,61,55,63,81,60,65,51,71,50,78
52,55,63,63,68,89,75,39,59,54,79,55,69,72,64,72,55,54,48,79,57,59,79,55,77,63,65,65,79,78,55,54,62,79,70,59,91,92,73,61,61,78,70,59,64,53,77,82,65,63,70,74,74,32,82
90,67,60,60,73,80,50,83,31,60,99,61,72,59,63,77,52,57,33,60,48,83,49,72,69,57,49,83,64,65,45,72,62,64,64,78,89,77,80,67,65,82,72,100,51,72,64,63,77,35,58,46,72,59,72
100,44,46,54,54,66,56,48,54,46,82,78,37,71,73,88,78,67,69,59,88,54,57,62,76,77,70,68,68,69,75,51,81,74,75,45,79,80,88,88,82,66,55,56,49,63,70,53,53,62,91,48,49,56,76
85,57,44,68,51,72,69,66,46,71,70,93,69,48,55,85,90,47,55,78,47,65,75,73,61,55,57,67,61,50,64,60,72,77,58,63,73,54,76,80,82,82,56,36,70,63,35,79,52,70,76,79,75,57,80
87,51,70,50,79,77,60,58,46,51,68,65,43,67,87,66,81,76,68,63,72,59,57,74,67,57,63,62,100,72,41,48,76,74,72,61,83,66,56,59,74,88,59,54,100,33,85,70,50,61,100,72,65,30,79
71,68,62,46,79,85,65,68,66,61,58,93,46,68,70,83,66,43,54,85,97,72,80,39,80,48,78,66,93,80,84,69,62,85,77,49,88,96,76,79,71,82,57,49,77,76,60,76,31,55,75,78,64,78,81
86,57,55,53,64,64,48,26,70,76,85,63,75,84,65,88,80,79,66,86,70,53,83,57,55,59,60,56,51,60,67,59,59,74,78,73,69,71,63,71,72,72,58,60,71,68,61,69,78,74,75,60,71,47,94
62,72,72,58,100,80,55,66,51,59,74,58,77,49,86,76,75,84,74,62,49,67,55,74,58,54,79,65,72,80,47,63,87,83,67,55,77,75,71,81,85,65,52,60,67,58,64,70,59,66,86,52,54,54,78
60,85,71,54,76,69,70,86,39,47,68,45,71,79,67,66,75,49,73,76,59,56,67,71,59,65,60,61,38,66,70,53,73,59,73,53,75,81,65,75,78,66,51,69,78,70,72,72,37,47,68,69,41,66,71
86,58,29,77,54,66,60,72,41,62,78,59,78,64,83,78,94,79,87,65,85,77,46,56,77,83,67,59,94,68,52,68,87,53,59,45,62,66,62,85,68,49,54,81,70,80,78,64,59,53,60,43,82,58,74
67,32,73,59,74,94,68,61,63,57,73,50,70,69,64,74,89,68,57,36,78,40,75,73,73,63,46,82,37,77,77,69,62,87,56,63,68,75,82,70,62,68,50,81,67,48,74,64,58,54,78,76,47,55,69
89,40,40,42,56,70,67,65,67,56,76,78,87,80,80,83,64,37,80,69,60,40,66,78,72,100,88,58,78,63,76,53,89,83,84,61,68,54,61,79,78,56,36,75,65,78,85,44,59,77,37,69,55,78,87
41,44,80,67,78,76,90,68,56,61,73,60,87,54,93,88,68,88,59,80,96,72,69,53,62,87,67,76,75,60,64,75,54,74,73,69,66,61,72,84,84,73,59,74,50,65,86,67,78,60,70,31,66,43,93
71,64,35,57,80,60,76,76,66,44,68,65,40,86,65,77,81,63,71,55,56,77,48,80,52,85,62,57,61,49,72,61,74,87,74,39,74,57,84,79,64,63,57,75,28,63,66,91,66,63,65,38,70,41,99
61,45,49,70,77,71,33,42,54,39,65,61,50,81,54,85,77,66,35,76,74,80,57,63,91,65,48,59,53,76,73,61,60,77,80,74,62,68,69,71,79,50,50,60,57,61,60,92,68,44,79,43,60,49,57
78,62,68,73,69,73,49,55,81,68,88,62,35,89,75,67,81,63,72,61,67,70,68,100,89,79,66,79,64,49,81,40,76,83,80,47,73,58,58,67,68,65,61,63,65,50,71,65,49,65,66,63,82,79,62
66,56,65,50,76,90,72,62,64,60,81,58,84,91,62,62,88,80,79,71,82,48,56,72,61,71,89,63,68,51,60,66,51,55,66,62,92,100,62,69,77,57,33,67,60,85,31,76,63,61,70,64,59,45,82
74,54,72,55,67,80,63,56,49,61,79,75,53,69,82,84,84,70,35,73,63,66,40,77,73,72,46,73,63,66,46,79,54,67,43,66,67,78,63,74,78,67,53,77,52,55,68,71,75,70,92,59,45,78,83
83,41,53,67,42,74,56,49,85,45,65,68,59,71,62,81,70,74,62,68,46,54,75,69,75,67,80,70,47,53,74,58,66,84,70,68,68,73,61,82,89,60,53,95,61,79,53,85,46,54,66,53,74,55,58
58,26,38,68,39,61,92,66,77,42,79,92,58,78,53,91,65,78,56,56,70,66,59,83,52,68,63,63,61,70,71,98,78,81,66,58,76,58,68,69,76,71,68,61,64,66,73,80,41,66,78,32,54,39,92
94,53,79,70,92,62,69,31,64,91,57,86,77,67,82,93,78,78,72,66,78,90,79,55,89,38,75,53,67,51,76,57,59,50,58,36,69,90,82,86,73,72,65,62,67,76,39,75,28,85,70,79,82,81,100
54,78,61,91,73,63,70,63,88,68,60,69,65,77,66,64,51,63,72,81,60,47,59,69,90,73,80,67,92,67,50,82,68,73,78,63,83,72,78,63,81,82,66,39,85,62,54,90,44,75,86,77,69,39,80
49,56,53,60,75,72,64,42,64,70,51,73,46,77,82,78,66,89,88,76,73,43,43,61,81,46,85,68,90,57,74,61,45,84,79,43,79,70,78,71,72,50,59,49,89,83,74,66,59,68,81,41,52,72,85
77,66,53,73,67,68,91,80,41,78,63,64,89,79,77,88,62,81,73,70,54,92,76,82,54,92,97,60,62,76,80,66,79,83,63,68,76,65,47,82,78,52,58,86,63,53,65,85,78,67,67,61,77,44,92
80,57,59,64,80,70,67,43,74,78,76,65,61,71,64,86,72,66,38,83,68,69,49,57,71,50,65,64,48,78,68,66,66,47,69,70,78,75,66,66,87,74,67,72,70,66,71,67,52,74,67,61,71,80,78
70,65,55,71,96,55,66,53,79,100,84,65,70,89,67,69,68,46,92,62,67,84,55,61,70,63,77,66,57,67,57,93,80,77,62,82,96,73,59,78,85,55,24,81,76,46,73,78,75,55,82,45,74,44,92
69,66,58,88,53,83,67,58,71,72,69,65,75,75,68,69,64,67,62,80,70,96,60,37,72,80,84,50,47,48,72,100,71,71,78,64,80,60,60,76,66,65,66,75,68,64,50,70,55,86,57,73,53,59,88
82,72,45,73,84,75,74,55,35,90,60,73,93,74,77,79,76,80,45,71,69,80,86,71,55,61,72,83,63,70,69,45,65,69,69,72,91,58,81,58,82,22,72,61,72,35,79,91,65,70,73,51,61,57,63
83,24,60,44,72,70,54,60,65,56,77,74,60,67,78,71,79,90,76,56,69,36,78,72,67,75,77,52,52,35,66,83,68,62,56,74,100,83,70,59,70,68,62,67,86,63,35,77,88,49,73,75,47,48,74
94,99,62,47,79,81,66,73,76,70,59,70,60,81,73,76,67,65,56,61,51,44,44,53,63,65,75,45,50,73,51,67,59,62,70,47,79,76,75,63,76,66,59,66,52,62,96,78,67,64,69,61,73,81,76
77,45,65,51,75,75,68,47,50,56,64,52,75,63,63,83,77,67,78,70,76,34,62,82,57,65,48,64,66,69,66,65,76,70,83,97,73,50,71,84,68,76,62,69,80,52,57,78,69,50,66,69,56,61,92
72,54,52,66,68,90,83,71,60,50,62,56,76,78,79,70,72,49,63,57,59,74,77,66,84,74,63,67,55,89,88,62,75,73,64,66,79,53,57,62,82,74,86,66,68,66,88,75,72,52,81,74,59,58,95
49,73,53,76,93,94,62,78,78,42,64,61,65,58,60,66,84,50,37,77,77,47,73,85,53,81,59,43,63,81,60,88,61,78,75,62,97,63,48,62,82,95,64,84,62,42,57,76,54,74,66,73,58,67,72
92,72,52,79,60,87,56,100,47,43,82,84,51,70,77,73,71,60,72,74,55,66,64,88,87,60,73,61,73,56,69,45,73,82,74,67,63,75,59,71,70,44,55,52,67,59,76,64,54,57,54,78,65,82,71
79,58,45,53,58,65,80,92,66,61,69,82,56,72,76,82,68,63,59,78,70,70,67,82,77,55,58,59,47,79,53,43,72,100,67,68,66,69,67,72,69,68,74,66,63,54,89,69,37,59,70,30,61,87,65
87,66,68,67,62,81,65,50,64,39,64,76,58,83,69,71,73,61,72,94,60,65,60,65,67,59,60,50,62,64,79,44,74,81,62,66,80,71,66,72,68,63,57,69,48,82,99,86,82,52,62,64,52,54,89
58,69,81,61,66,72,64,51,76,55,65,72,63,72,84,79,74,57,70,57,51,94,42,51,73,78,64,76,50,66,55,62,80,69,82,67,91,97,69,71,58,64,45,44,68,80,80,74,93,52,71,87,55,47,83
48,74,67,66,85,65,44,64,81,62,63,65,58,75,88,88,62,63,89,59,74,66,71,54,76,66,70,66,77,55,72,55,73,62,78,62,76,75,76,78,82,54,44,70,49,77,43,80,69,61,65,82,67,55,78
64,67,80,55,49,76,62,47,30,64,52,50,51,66,89,87,74,61,71,62,68,68,48,71,52,62,81,71,73,60,69,74,72,63,73,55,85,65,48,88,75,65,79,78,67,57,62,80,83,78,44,43,71,77,86
73,64,67,55,85,70,53,69,42,61,86,52,81,69,69,85,85,48,69,79,47,46,69,73,75,73,79,80,69,60,77,88,50,79,93,72,67,54,78,68,88,73,59,64,83,50,62,66,63,61,67,44,100,53,77
78,46,84,78,75,74,58,67,38,83,65,75,68,68,67,94,83,59,86,72,80,74,62,63,70,51,64,61,54,51,61,85,69,64,77,83,73,71,65,75,83,79,69,61,61,73,90,68,65,74,73,34,70,40,100
54,61,53,75,57,84,78,61,35,45,67,56,58,88,69,85,87,85,57,75,64,57,84,50,63,45,65,74,57,69,81,57,56,68,51,51,75,80,70,82,73,30,73,61,58,38,71,69,84,61,85,76,57,57,85
70,75,79,82,78,66,77,50,59,59,81,58,78,81,85,69,64,85,16,36,74,71,50,50,78,89,62,71,54,51,71,56,80,61,70,85,88,90,72,88,83,65,67,66,82,66,66,64,70,73,92,79,52,42,85
66,60,75,64,61,50,83,84,70,50,37,61,62,87,85,81,59,83,65,47,66,44,73,80,60,65,59,65,51,68,68,57,72,71,69,80,76,74,51,54,83,82,90,60,74,61,41,65,78,79,68,60,66,65,85
72,57,44,62,70,76,52,32,51,59,48,94,78,68,69,88,80,50,89,67,69,62,77,58,98,97,73,51,50,48,54,47,52,90,75,53,69,70,57,64,72,37,83,85,93,62,80,45,70,75,69,76,70,57,79
67,49,65,80,66,71,54,50,23,59,71,69,60,82,76,76,89,67,86,62,38,64,88,57,77,67,73,40,51,67,78,73,52,65,76,65,80,88,65,92,70,76,96,84,43,61,64,80,75,57,86,80,73,57,82
100,51,67,55,67,90,64,55,59,54,81,53,81,55,76,72,70,66,53,71,68,47,63,76,60,67,59,65,79,66,54,69,65,45,62,74,63,69,69,69,74,50,67,75,72,61,79,69,63,63,82,67,56,49,94
87,54,50,65,76,76,70,50,59,60,61,62,71,76,75,80,90,57,64,63,100,58,57,48,72,75,61,83,51,86,78,68,60,68,88,50,64,97,81,71,85,53,61,81,56,74,70,94,63,75,77,50,88,74,84
54,53,52,38,57,68,45,47,67,53,84,62,68,88,65,82,62,53,73,34,50,35,60,50,67,63,86,70,69,55,49,44,81,73,73,73,86,83,65,75,68,76,55,75,75,58,89,79,83,59,52,53,54,74,82
45,58,60,81,61,70,90,54,57,54,48,72,52,84,69,75,53,57,48,47,62,42,76,68,64,90,72,72,51,69,47,41,70,65,72,66,87,61,66,68,81,60,84,75,77,75,64,68,42,52,92,69,71,61,74
